REF_AREA,Reference area,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,BASE_PER
BEL,Belgium,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.04,A,Normal value,3,NULL
BEL,Belgium,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,20933.56,A,Normal value,3,NULL
BEL,Belgium,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,104.62,A,Normal value,3,NULL
BEL,Belgium,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,51.34,A,Normal value,3,NULL
BEL,Belgium,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,21.85,A,Normal value,3,NULL
BEL,Belgium,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,103.6,A,Normal value,3,NULL
BEL,Belgium,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2995.11,A,Normal value,3,NULL
BEL,Belgium,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,26058.43,A,Normal value,3,NULL
BEL,Belgium,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4072.86,A,Normal value,3,NULL
BEL,Belgium,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,116909.24,A,Normal value,3,NULL
BEL,Belgium,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,99055.04,A,Normal value,3,NULL
BEL,Belgium,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-210.18,A,Normal value,3,NULL
BEL,Belgium,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,13797.84,A,Normal value,3,NULL
BEL,Belgium,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,5866.87,A,Normal value,3,NULL
BEL,Belgium,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,19682.86,A,Normal value,3,NULL
BEL,Belgium,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3593.19,A,Normal value,3,NULL
BEL,Belgium,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,9653.15,A,Normal value,3,NULL
CAN,Canada,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,487.77,A,Normal value,3,NULL
CAN,Canada,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,179.52,A,Normal value,3,NULL
CAN,Canada,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,754.76,A,Normal value,3,NULL
CAN,Canada,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,52087.67,A,Normal value,3,NULL
CAN,Canada,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,57.25,A,Normal value,3,NULL
CAN,Canada,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,192128.84,A,Normal value,3,NULL
CAN,Canada,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,136564.39,A,Normal value,3,NULL
CAN,Canada,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3846.3,A,Normal value,3,NULL
CAN,Canada,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,586428.15,A,Normal value,3,NULL
CAN,Canada,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-136100.03,A,Normal value,3,NULL
CAN,Canada,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,11.96,A,Normal value,3,NULL
CAN,Canada,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,9.75,A,Normal value,3,NULL
CAN,Canada,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,52444,A,Normal value,3,NULL
CAN,Canada,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,21273.97,A,Normal value,3,NULL
CAN,Canada,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,24289.88,A,Normal value,3,NULL
CAN,Canada,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,269.9,A,Normal value,3,NULL
CAN,Canada,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,162757.4,A,Normal value,3,NULL
CAN,Canada,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2005.25,A,Normal value,3,NULL
CAN,Canada,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.95,A,Normal value,3,NULL
CAN,Canada,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-22909.69,A,Normal value,3,NULL
CAN,Canada,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,104067.3,A,Normal value,3,NULL
CAN,Canada,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-17408.13,A,Normal value,3,NULL
CAN,Canada,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,163895.74,A,Normal value,3,NULL
CAN,Canada,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,73.18,A,Normal value,3,NULL
CAN,Canada,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,29346.77,A,Normal value,3,NULL
CAN,Canada,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,67645.9,A,Normal value,3,NULL
CAN,Canada,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,712233.8,A,Normal value,3,NULL
CAN,Canada,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2437.31,A,Normal value,3,NULL
CAN,Canada,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,38.69,A,Normal value,3,NULL
CAN,Canada,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,771.14,A,Normal value,3,NULL
CAN,Canada,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,17473.59,A,Normal value,3,NULL
CAN,Canada,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,52087.67,A,Normal value,3,NULL
CAN,Canada,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,26.19,A,Normal value,3,NULL
CAN,Canada,SETT_CH4,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,125.15,A,Normal value,3,NULL
CAN,Canada,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.29,A,Normal value,3,NULL
CAN,Canada,OTH_CARB,Other carbon-containing fertilisers,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,247.72,A,Normal value,3,NULL
CAN,Canada,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,21475.5,A,Normal value,3,NULL
CAN,Canada,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,712233.8,A,Normal value,3,NULL
CAN,Canada,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,11097.43,A,Normal value,3,NULL
CAN,Canada,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,315.42,A,Normal value,3,NULL
CAN,Canada,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,410.38,A,Normal value,3,NULL
CAN,Canada,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-16226.61,A,Normal value,3,NULL
CAN,Canada,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,566651.89,A,Normal value,3,NULL
CAN,Canada,CL_CH4,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,131.09,A,Normal value,3,NULL
CAN,Canada,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2010.07,A,Normal value,3,NULL
CAN,Canada,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,28174.87,A,Normal value,3,NULL
CAN,Canada,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,696007.19,A,Normal value,3,NULL
CHL,Chile,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,313.03,A,Normal value,3,NULL
CHL,Chile,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3.77,A,Normal value,3,NULL
CHL,Chile,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,81.73,A,Normal value,3,NULL
CHL,Chile,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1287.65,A,Normal value,3,NULL
CHL,Chile,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,361.15,A,Normal value,3,NULL
CHL,Chile,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,108024.6,A,Normal value,3,NULL
CHL,Chile,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1750.45,A,Normal value,3,NULL
CHL,Chile,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4869.43,A,Normal value,3,NULL
CHL,Chile,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4939.19,A,Normal value,3,NULL
CHL,Chile,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,11732.03,A,Normal value,3,NULL
CHL,Chile,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,8796.17,A,Normal value,3,NULL
CHL,Chile,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,6840.64,A,Normal value,3,NULL
CHL,Chile,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,11732.03,A,Normal value,3,NULL
CHL,Chile,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4154.19,A,Normal value,3,NULL
CHL,Chile,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,6419.72,A,Normal value,3,NULL
CHL,Chile,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,122898.9,A,Normal value,3,NULL
CHL,Chile,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,40.29,A,Normal value,3,NULL
CHL,Chile,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,31628.39,A,Normal value,3,NULL
CHL,Chile,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,14712.59,A,Normal value,3,NULL
CHL,Chile,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,83547.34,A,Normal value,3,NULL
CHL,Chile,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,77.78,A,Normal value,3,NULL
CHL,Chile,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,442.88,A,Normal value,3,NULL
CHL,Chile,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1154.26,A,Normal value,3,NULL
CHL,Chile,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.91,A,Normal value,3,NULL
CHL,Chile,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,14874.29,A,Normal value,3,NULL
CHL,Chile,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4603.57,A,Normal value,3,NULL
CHL,Chile,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12689.06,A,Normal value,3,NULL
CHL,Chile,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,27517.41,A,Normal value,3,NULL
CHL,Chile,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3318.39,A,Normal value,3,NULL
CHL,Chile,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,84.65,A,Normal value,3,NULL
CHL,Chile,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1236.79,A,Normal value,3,NULL
CHL,Chile,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-7013.47,A,Normal value,3,NULL
CHL,Chile,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,83437.52,A,Normal value,3,NULL
CHL,Chile,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,406.9,A,Normal value,3,NULL
CHL,Chile,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1242.69,A,Normal value,3,NULL
CHL,Chile,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1840.45,A,Normal value,3,NULL
CHL,Chile,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,11791.15,A,Normal value,3,NULL
CHL,Chile,CL_CH4,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12.22,A,Normal value,3,NULL
CHL,Chile,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12.45,A,Normal value,3,NULL
CHL,Chile,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,106.4,A,Normal value,3,NULL
CHL,Chile,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,152.59,A,Normal value,3,NULL
CHL,Chile,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,6448.8,A,Normal value,3,NULL
CHL,Chile,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,108024.6,A,Normal value,3,NULL
CHL,Chile,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,15605.36,A,Normal value,3,NULL
CHL,Chile,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,5904.6,A,Normal value,3,NULL
COL,Colombia,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,106789,A,Normal value,3,NULL
COL,Colombia,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,16762.96,A,Normal value,3,NULL
COL,Colombia,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,69022.52,A,Normal value,3,NULL
COL,Colombia,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,32068.19,A,Normal value,3,NULL
COL,Colombia,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,171035.5,A,Normal value,3,NULL
COL,Colombia,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10170.89,A,Normal value,3,NULL
COL,Colombia,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,45,A,Normal value,3,NULL
COL,Colombia,OTH_N2O,Others N2O,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,118.44,A,Normal value,3,NULL
COL,Colombia,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,281.64,A,Normal value,3,NULL
COL,Colombia,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,9483.64,A,Normal value,3,NULL
COL,Colombia,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10283.88,A,Normal value,3,NULL
COL,Colombia,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,37961.49,A,Normal value,3,NULL
COL,Colombia,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-239.53,A,Normal value,3,NULL
COL,Colombia,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12716.09,A,Normal value,3,NULL
COL,Colombia,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,51656.17,A,Normal value,3,NULL
COL,Colombia,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12509.33,A,Normal value,3,NULL
COL,Colombia,PB_S,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.98,A,Normal value,3,NULL
COL,Colombia,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,20492.98,A,Normal value,3,NULL
COL,Colombia,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,361.76,A,Normal value,3,NULL
COL,Colombia,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,51656.17,A,Normal value,3,NULL
COL,Colombia,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,86277.78,A,Normal value,3,NULL
COL,Colombia,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,45,A,Normal value,3,NULL
COL,Colombia,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,926.22,A,Normal value,3,NULL
COL,Colombia,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,171035.5,A,Normal value,3,NULL
COL,Colombia,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,171.59,A,Normal value,3,NULL
COL,Colombia,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,191.18,A,Normal value,3,NULL
COL,Colombia,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2847.52,A,Normal value,3,NULL
COL,Colombia,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1785.32,A,Normal value,3,NULL
COL,Colombia,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,71821.76,A,Normal value,3,NULL
COL,Colombia,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,106833.99,A,Normal value,3,NULL
COL,Colombia,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,37165.97,A,Normal value,3,NULL
COL,Colombia,PB_S2,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.85,A,Normal value,3,NULL
COL,Colombia,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1118.72,A,Normal value,3,NULL
COL,Colombia,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,22277.2,A,Normal value,3,NULL
COL,Colombia,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,41140.85,A,Normal value,3,NULL
COL,Colombia,OTH_CH4,Others CH4,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,425.5,A,Normal value,3,NULL
COL,Colombia,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10.18,A,Normal value,3,NULL
COL,Colombia,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,231.44,A,Normal value,3,NULL
COL,Colombia,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,41.34,A,Normal value,3,NULL
COL,Colombia,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,88715.46,A,Normal value,3,NULL
COL,Colombia,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,277869.49,A,Normal value,3,NULL
COL,Colombia,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,40.26,A,Normal value,3,NULL
