REF_AREA,Reference area,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,BASE_PER
ISL,Iceland,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,13.88,A,Normal value,3,NULL
IRL,Ireland,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,611.08,A,Normal value,3,NULL
ISR,Israel,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,190.38,A,Normal value,3,NULL
ITA,Italy,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,1886.36,A,Normal value,3,NULL
JPN,Japan,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,3907.3,A,Normal value,3,NULL
KOR,South Korea,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,3174.06,A,Normal value,3,NULL
LVA,Latvia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,76.79,A,Normal value,3,NULL
LTU,Lithuania,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,171.52,A,Normal value,3,NULL
LUX,Luxembourg,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,34.7,A,Normal value,3,NULL
MEX,Mexico,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,7760.46,A,Normal value,3,NULL
NLD,Netherlands,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,711.06,A,Normal value,3,NULL
NZL,New Zealand,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,107.52,A,Normal value,3,NULL
NOR,Norway,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,141.68,A,Normal value,3,NULL
POL,Poland,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,2288.72,A,Normal value,3,NULL
PRT,Portugal,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,160.68,A,Normal value,3,NULL
SVK,Slovakia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,145.13,A,Normal value,3,NULL
SVN,Slovenia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,74.35,A,Normal value,3,NULL
ESP,Spain,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,1761.93,A,Normal value,3,NULL
SWE,Sweden,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,296.95,A,Normal value,3,NULL
CHE,Switzerland,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,353.04,A,Normal value,3,NULL
TUR,Turkey,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,3947.82,A,Normal value,3,NULL
GBR,United Kingdom,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,2555.59,A,Normal value,3,NULL
USA,United States of America,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,16360.19,A,Normal value,3,NULL
EU28,European Union 28,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,18646.35,A,Normal value,3,NULL
BRA,Brazil,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,4204.01,A,Normal value,3,NULL
BGR,Bulgaria,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,263.49,A,Normal value,3,NULL
CHN,China,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,30634.91,A,Normal value,3,NULL
HRV,Croatia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,123.32,A,Normal value,3,NULL
CYP,Cyprus,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,61.26,A,Normal value,3,NULL
IND,India,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,3554.22,A,Normal value,3,NULL
IDN,Indonesia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,4215.76,A,Normal value,3,NULL
KAZ,Kazakhstan,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,2316.59,A,Normal value,3,NULL
MLT,Malta,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,11.5,A,Normal value,3,NULL
PHL,Philippines,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,1364.55,A,Normal value,3,NULL
ROU,Romania,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,1008.45,A,Normal value,3,NULL
RUS,Russia,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,7369.01,A,Normal value,3,NULL
UKR,Ukraine,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,1023.76,A,Normal value,3,NULL
VNM,Vietnam,MANUR,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2016,2297.08,A,Normal value,3,NULL
AUS,Australia,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,97873.73,A,Normal value,3,NULL
AUS,Australia,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,382.73,A,Normal value,3,NULL
AUS,Australia,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,6901.91,A,Normal value,3,NULL
AUS,Australia,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2861.74,A,Normal value,3,NULL
AUS,Australia,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,81857.28,A,Normal value,3,NULL
AUS,Australia,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,9922.29,A,Normal value,3,NULL
AUS,Australia,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,17399.84,A,Normal value,3,NULL
AUS,Australia,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4396.8,A,Normal value,3,NULL
AUS,Australia,CL_CH4,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,28.4,A,Normal value,3,NULL
AUS,Australia,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,31153.18,A,Normal value,3,NULL
AUS,Australia,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,140.37,A,Normal value,3,NULL
AUS,Australia,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,65359.79,A,Normal value,3,NULL
AUS,Australia,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,12988.49,A,Normal value,3,NULL
AUS,Australia,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-3199.28,A,Normal value,3,NULL
AUS,Australia,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,218631,A,Normal value,3,NULL
AUS,Australia,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,18236.67,A,Normal value,3,NULL
AUS,Australia,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,347.23,A,Normal value,3,NULL
AUS,Australia,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1543.35,A,Normal value,3,NULL
AUS,Australia,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,81857.28,A,Normal value,3,NULL
AUS,Australia,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,76043.2,A,Normal value,3,NULL
AUS,Australia,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-71018.04,A,Normal value,3,NULL
AUS,Australia,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-49771.57,A,Normal value,3,NULL
AUS,Australia,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1318.39,A,Normal value,3,NULL
AUS,Australia,OT_N2O,Others,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,49.01,A,Normal value,3,NULL
AUS,Australia,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,13635.76,A,Normal value,3,NULL
AUS,Australia,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,559581.11,A,Normal value,3,NULL
AUS,Australia,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2337.81,A,Normal value,3,NULL
AUS,Australia,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,509809.54,A,Normal value,3,NULL
AUS,Australia,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,23337.44,A,Normal value,3,NULL
AUS,Australia,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,40684.88,A,Normal value,3,NULL
AUS,Australia,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,182.65,A,Normal value,3,NULL
AUS,Australia,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,57727.92,A,Normal value,3,NULL
AUS,Australia,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,7107.59,A,Normal value,3,NULL
AUS,Australia,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1346.7,A,Normal value,3,NULL
AUS,Australia,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,83.47,A,Normal value,3,NULL
AUS,Australia,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-4537.97,A,Normal value,3,NULL
AUS,Australia,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,7572.21,A,Normal value,3,NULL
AUS,Australia,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-90677.54,A,Normal value,3,NULL
AUS,Australia,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,14.41,A,Normal value,3,NULL
AUS,Australia,SETT_CH4,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,38.31,A,Normal value,3,NULL
AUS,Australia,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,13337.84,A,Normal value,3,NULL
AUS,Australia,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,559581.11,A,Normal value,3,NULL
AUS,Australia,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,15.24,A,Normal value,3,NULL
AUS,Australia,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,118.9,A,Normal value,3,NULL
AUS,Australia,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,433232.81,A,Normal value,3,NULL
AUS,Australia,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3846.63,A,Normal value,3,NULL
AUS,Australia,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,413655.47,A,Normal value,3,NULL
AUS,Australia,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,117465.13,A,Normal value,3,NULL
AUS,Australia,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2653.33,A,Normal value,3,NULL
AUT,Austria,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1456.93,A,Normal value,3,NULL
AUT,Austria,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,500.43,A,Normal value,3,NULL
AUT,Austria,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,86.03,A,Normal value,3,NULL
AUT,Austria,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,469.28,A,Normal value,3,NULL
AUT,Austria,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,63.34,A,Normal value,3,NULL
AUT,Austria,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,59.13,A,Normal value,3,NULL
AUT,Austria,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10070.99,A,Normal value,3,NULL
AUT,Austria,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.03,A,Normal value,3,NULL
AUT,Austria,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,82132.49,A,Normal value,3,NULL
AUT,Austria,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,26.73,A,Normal value,3,NULL
AUT,Austria,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-3343.93,A,Normal value,3,NULL
AUT,Austria,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-3249.41,A,Normal value,3,NULL
AUT,Austria,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,150.71,A,Normal value,3,NULL
AUT,Austria,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,24304.96,A,Normal value,3,NULL
AUT,Austria,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,69608.67,A,Normal value,3,NULL
AUT,Austria,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,78883.08,A,Normal value,3,NULL
AUT,Austria,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.09,A,Normal value,3,NULL
AUT,Austria,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,26.64,A,Normal value,3,NULL
AUT,Austria,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1836.71,A,Normal value,3,NULL
AUT,Austria,OTH_CARB,Other carbon-containing fertilisers,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,26.38,A,Normal value,3,NULL
AUT,Austria,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-3395.65,A,Normal value,3,NULL
AUT,Austria,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,6993.4,A,Normal value,3,NULL
AUT,Austria,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,17230.52,A,Normal value,3,NULL
AUT,Austria,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,56000.91,A,Normal value,3,NULL
AUT,Austria,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4976.77,A,Normal value,3,NULL
AUT,Austria,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,16.73,A,Normal value,3,NULL
AUT,Austria,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,38.3,A,Normal value,3,NULL
AUT,Austria,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,16.93,A,Normal value,3,NULL
AUT,Austria,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.12,A,Normal value,3,NULL
AUT,Austria,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10722.36,A,Normal value,3,NULL
AUT,Austria,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,7444.13,A,Normal value,3,NULL
AUT,Austria,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,39.75,A,Normal value,3,NULL
AUT,Austria,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4333.66,A,Normal value,3,NULL
AUT,Austria,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,82132.49,A,Normal value,3,NULL
AUT,Austria,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,555.1,A,Normal value,3,NULL
AUT,Austria,OTHER_N2O,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10.31,A,Normal value,3,NULL
AUT,Austria,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,3174.93,A,Normal value,3,NULL
AUT,Austria,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,2316.66,A,Normal value,3,NULL
AUT,Austria,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,642.99,A,Normal value,3,NULL
AUT,Austria,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,10902.6,A,Normal value,3,NULL
AUT,Austria,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-1719.26,A,Normal value,3,NULL
AUT,Austria,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,119.5,A,Normal value,3,NULL
AUT,Austria,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1892.29,A,Normal value,3,NULL
AUT,Austria,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,412.21,A,Normal value,3,NULL
AUT,Austria,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,7444.13,A,Normal value,3,NULL
BEL,Belgium,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,9653.15,A,Normal value,3,NULL
BEL,Belgium,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,141.74,A,Normal value,3,NULL
BEL,Belgium,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,44.21,A,Normal value,3,NULL
BEL,Belgium,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,84733.8,A,Normal value,3,NULL
BEL,Belgium,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,4546.55,A,Normal value,3,NULL
BEL,Belgium,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-1932.99,A,Normal value,3,NULL
BEL,Belgium,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,8263.19,A,Normal value,3,NULL
BEL,Belgium,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,296.18,A,Normal value,3,NULL
BEL,Belgium,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,116263.92,A,Normal value,3,NULL
BEL,Belgium,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,116909.24,A,Normal value,3,NULL
BEL,Belgium,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,18.53,A,Normal value,3,NULL
BEL,Belgium,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1588.73,A,Normal value,3,NULL
BEL,Belgium,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,593.07,A,Normal value,3,NULL
BEL,Belgium,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,193.08,A,Normal value,3,NULL
BEL,Belgium,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,169.61,A,Normal value,3,NULL
BEL,Belgium,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,507.87,A,Normal value,3,NULL
BEL,Belgium,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,1320.32,A,Normal value,3,NULL
BEL,Belgium,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,0.04,A,Normal value,3,NULL
BEL,Belgium,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,25194.67,A,Normal value,3,NULL
BEL,Belgium,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,5243.32,A,Normal value,3,NULL
BEL,Belgium,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-645.31,A,Normal value,3,NULL
BEL,Belgium,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2017,-748.91,A,Normal value,3,NULL
